country,variety,points,price,title,taster_name,description,year
Italy,Prosecco,84,29,Varaschin NV  Prosecco Superiore di Cartizze,NA,The wine opens with a slightly copperish hue and offers flat aromas of dried apricot and banana chips. Its mouthfeel lacks vibrancy and there are sour almond notes on the finish.,NA
US,Red Blend,81,14,Apothic 2011 Winemaker's Blend Red (California),NA,"Made from Zinfandel, Merlot, Syrah and Cabernet Sauvignon, this wine has simple flavors of pink bubblegum and white sugar.",2011
Italy,Inzolia,86,NA,Tasca d'Almerita 2009 Sallier de la Tour Inzolia (Sicilia),NA,Inzolia is one of the most widely planted varieties in Sicily and the results are surprisingly consistent. The grape is usually vinified in stainless steel to lock in its freshness and lemon-lime aromas. This wine faithfully follows suit.,2009
Italy,Garganega,88,18,Coffele 2011 Cà Visco  (Soave Classico),NA,There's a lot of personality here that gives this Soave Classico a clear competitive advantage in the vast world of Italian white wine. That extra thickness in the mouth and that extra peach and melon aromatic intensity makes this a perfect choice for white meat or salt water fish.,2011
France,Pinot Noir,87,35,Domaines Devillard 2014 Domaine de la Ferté  (Givry),Roger Voss,This is an attractive red-fruit flavored wine with fine acidity as well as juicy berries and cherry. Its soft tannins are just right to sustain the delicious fruitiness. Dink this wine from 2017.,2014
Portugal,Port,85,18,Kopke NV Reserve Tawny  (Port),Roger Voss,"This is a light-colored wine with spice, wood flavors and balanced acidity. It is soft with caramel and vanilla flavors along with touches of red berries and dried fruits. The aftertaste is fruity.",NA
Chile,Syrah,88,20,Viña Pérez Cruz 2010 Limited Edition Syrah (Maipo Valley),Michael Schachner,"This big, jammy Syrah from the Maipo Alto is typically leathery and spicy smelling. The body on this wine is fat and weighty, while flavors of buttery oak and spiced berry meld together if given time in the glass. On the finish, this is oaky and herbal tasting, with a creamy feel.",2010
Chile,Red Blend,88,40,Santa Ema 2007 Catalina Red (Peumo),Michael Schachner,"Smoky, rubbery and sweet on the nose, with mocha and caramel shadings. The palate, however, is more tight and narrow; the feel is fresh and blazing, while the flavors are piercing and suggest red fruits like cranberry and cherry. Citric but with just enough weight to register as true Cabernet (with 18% Carmenère and 7% Cab Franc).",2007
US,Chardonnay,92,54,Brewer-Clifton 2012 Gnesa Chardonnay (Sta. Rita Hills),Matt Kettmann,"Greg Brewer and Steve Clifton's shared vision for this popular grape is distinctive and rather unfamiliar for those seeking a buttery style. This shows chamomile, dandelion greens, Japanese pear and petrol on the nose, with bittery flavors of grapefruit pith, lemon juice and nectarine skins showing first. Patience allows wet wool, stone, sliced apples and white peach elements to emerge. Drink 2017–2027.",2012
US,Pinot Noir,89,45,Les Belles Collines 2012 Pinot Noir (Russian River Valley),NA,"This is an interesting wine for its earthy mushroom and tea flavors accenting a backdrop of strawberry jam. In its youth, the wine is dry, tannic and acidic, but it may well be an ager; give it six years to come around.",2012
Austria,Zweigelt,92,25,Netzl 2015 Rubin Carnuntum Zweigelt (Carnuntum),Anne Krebiehl MW,"This wine's nose is still closed, but its palate presents velvety, cinnamon- and vanilla-tinged black cherry fruit. The tannic structure acts like a velvet grip around its pleasantly fruit-dense core. That richness is countered by freshness in a package that's sure to give lots of pleasure through 2022.",2015
Australia,Shiraz,93,38,Chapel Hill 2012 Shiraz (McLaren Vale),Joe Czerwinski,"This winery uses ample amounts of oak, but in years when the fruit concentration matches that intensity the wines can be compelling. Cedar and vanilla notes frame blackberry and cassis fruit in this firmly structured wine that folds in savory notes of roasted beef and black olive on the finish. Drink 2020–2030.",2012
US,Chardonnay,86,50,Trefethen 2010 Harmony Chardonnay (Oak Knoll District),NA,"This ambitious effort from Trefethen was grown in a block of the estate vineyard. No effort was spared, with careful clonal selection, tasteful oak application and all the bells and whistles of Burgundian technique. The result, however, leaves something to be desired. There's a taste of green pea lurking in the background behind the tropical fruit, green apple and peach flavors that must be due to the unusually chilly vintage.",2010
Italy,Sangiovese,87,25,Tenuta La Viola 2013 P. Honorii Bertinoro Riserva Sangiovese (Romagna),Kerin O’Keefe,"Aromas of espresso, black-skinned fruit and a whiff of toasted oak take center stage on this. The firm palate delivers black plum, clove and mocha while assertive tannins leave a somewhat drying finish. Drink through 2019.",2013
Australia,Bordeaux-style Red Blend,86,90,Yeringberg 2013 Red (Yarra Valley),Joe Czerwinski,"This traditional blend of five Bordeaux varieties comes across as tight and streamlined, lacking much texture or richness. Cedar, cassis and mint finish crisp.",2013
Italy,Riesling,89,40,Abbazia di Novacella 2011 Praepositus Riesling (Alto Adige Valle Isarco),Kerin O’Keefe,"Aromas that recall hay, stone fruit, herbs, nectarine and mineral carry over to the palate. The rich flavors are restrained by bracing acidity that gives a clean, succulent finish.",2011
France,Chardonnay,92,36,Romain Bouchard 2010 Vau de Vey Premier Cru  (Chablis),Roger Voss,"Steely, minerally and very textured, this has concentratio and taut layer of acidity to go with the lime fruit. Powered by its structure, it will age for 3–4 years.",2010
US,Gewürztraminer,90,17,Thomas Fogarty 2006 Gewürztraminer (Monterey County),NA,"The best Fogarty Gewürz ever. A blend of two well-known vineyards, Ventana and Scheid, it has the weight and racy acidity of a Sauvignon Blanc, but with the distinctive Asian spiciness of Gewürztraminer, along with nuances of rose petals, water chestnuts, pineapples and sweet green baby peas.",2006
US,Pinot Noir,90,39,Sante Arcangeli 2015 Pinot Noir (Santa Cruz Mountains),Matt Kettmann,"A blend of three vineyards, located between Corralitos and the Summit area, this bottling conveys rusty, earthy cranberries, cherries and Earl Grey tea on the nose. The earthy character also shows on the sip, where animal hide, sour cranberry, red plum, rose petal and pine-forest flavors converge.",2015
Portugal,Portuguese Red,90,25,Lavradores de Feitoria 2013 Quinta da Costa das Aguaneiras Red (Douro),Roger Voss,"This is a ripe, full-bodied wine, produced by a grouping of 19 growers. A single-vineyard wine, it offers spice and vanilla from wood aging as well as black-currant fruits. Its acidity and bold fruitiness augure well for its future. Drink from 2018.",2013
Greece,Xinomavro,89,16,Chrisohoou 2013 Xinomavro (Naoussa),Susan Kostrzewa,"Savory spice and roasted meat aromas lead into flavors of tomato, olives and roasted meat. The wine has a brisk acidity and a smoky finish, making it perfect for grilled burgers, steaks and sausages.",2013
South Africa,Bordeaux-style Red Blend,85,35,Miles Mossop 2004 Max Red (Coastal Region),Susan Kostrzewa,"Elegant, integrated and balanced, this Bordeaux blend from lauded winemaker Miles Mossop offers an Old World-style experience that is both subtle and stylish. A touch of spice and oak on the nose lead into taut but tasty flavors of smoky spice and fruit.",2004
France,Chardonnay,89,100,Pierre Moncuit 1996 Non-Dosé Brut Chardonnay (Champagne),Roger Voss,"Very intense, very nervy wine, living on a thin wire of grapefruit and other citrus flavors but much more about pure structure. The aftertaste shows great concentration.",1996
Austria,Grüner Veltliner,88,13,Markus Huber 2016 Hugo Grüner Veltliner (Niederösterreich),Anne Krebiehl MW,"This wine's nose suggests fresh lemon. The palate adds green pear to that citrus notion, providing a light, zippy, easy-drinking body with a clean, dry finish.",2016
France,Riesling,92,23,Domaine Charles Baur 2015 Cuvée Charles Riesling (Alsace),Anne Krebiehl MW,"Delightful peachy notes define the fruity friendly nose. The palate adds zesty lemon to this rich fruit to create one of those dramatic and moreish Rieslings that teeter enticingly on the brink of peachy richness and citrus tang. The palate is slender, light footed and dry, the finish is whistle clean and wonderfully appetizing.",2015
Portugal,Portuguese Red,91,15,Quinta das Carvalhas 2013 Red (Douro),Roger Voss,"Reliant on perfumed Touriga Nacional, this single estate wine is generous, ripe and full of black fruits. Richly tannic and structured, it has a serious side, firm and with good potential. Drink from 2018.",2013
US,Nebbiolo,87,30,Wilridge 2012 Estate Nebbiolo (Naches Heights),Sean P. Sullivan,"Aromatically intriguing, this carries suggestions of sour cherry, umami and fresh tobacco. The palate brings medium-bodied cranberry and cherry flavors. It doesn't have the tannic structure that this variety is known for but there is still plenty to enjoy.",2012
Portugal,Portuguese Red,95,100,Wine & Soul 2012 Quinta da Manoella Vinhas Velhas Red (Douro),Roger Voss,"Made from vines planted over a century ago and fermented in open lagars, this is a powerful and magnificent wine. With great tannins forming the base for opulent fruits black fruits and a serious structure, it should age for many years. Drink from 2020.",2012
US,Cabernet Blend,85,60,Charles Krug 2012 Family Reserve Generations Red (Napa Valley),Virginie Boone,"This blend of Cabernet Sauvignon, Malbec, Merlot and Petit Verdot is quite sizable on the palate. It explores where these varieties can go in terms of smokiness and deeper, more savory tastes of tobacco and clove.",2012
Austria,White Blend,89,NA,Schwarz Wein 2014 White (Burgenland),Anne Krebiehl MW,"Vanilla, ripe pear and cinnamon touches appear on the nose of this wine. That cinnamon impression becomes stronger on the palate, where it frames yellow apple and pear fruit. Medium-bodied and dry, it's characterised more by oak than by fruit, with a richly spiced, mellow finish.",2014
South Africa,Cabernet Sauvignon,86,13,Helderberg Wijnmakerij 2009 Cabernet Sauvignon (Stellenbosch),Lauren Buzzeo,An easy and approachable quaff with standard notes of cassis and black plum throughout. A touch of spice and licorice keeps things interesting and remain present through the medium-length close.,2009
Argentina,Red Blend,89,25,Alta Vista 2008 Atemporal Red (Mendoza),Michael Schachner,"Woody and smelling of sawdust early, this four-grape blend eases toward roasted berry, cassis, herbal plum and molten chocolate. It's massive and structured, with a big-boned skeleton and heat on the leathery, roasted finish due to 15.5% alcohol. Big, fiery, saucy and lusty, but short on refinement and elegance.",2008
Austria,Riesling,95,48,Malat 2015 Silberbichl Reserve Riesling (Kremstal),Anne Krebiehl MW,"A subdued nose has the gentle lift of lemon oil and fresh lemon zest. The palate confirms all of this rich freshness, which streams with great direction across the palate. This is taut and concentrated, with a poised freshness and structure that holds very rich lemon and tangy citrus at its core. There is so much drive and direction. The lovely long finish is reminiscent of Seville orange and pink grapefruit.",2015
France,Bordeaux-style Red Blend,94,NA,Château Ormes de Pez 2012 Barrel Sample  (Saint-Estèphe),Roger Voss,"93–95. Barrel sample. This powerful wine is dense with rich tannins and black fruits that are balanced. Full and concentrated, it's a wine with great potential.",2012
US,Chardonnay,90,30,Flora Springs 2010 Barrel Fermented Chardonnay (Napa Valley),NA,"This bottling has been variable over the decades, but this 2010 shows fine form, a good sign coming on the heels of the excellent 2009. It's richly oaked and flashy in pineapple jam, buttered toast and creamy, yeasty flavors.",2010
US,Pinot Noir,85,33,Parducci 2010 Reserve Pinot Noir (Anderson Valley),Virginie Boone,"The first Reserve released by Parducci, this is dripping with bright cherry and strawberry flavors, and it has an earthy undertone. A trace of spice lingers on the palate.",2010
France,Pinot Noir,87,32,Pierre André 2007 Clos de Chagnots  (Ladoix),Roger Voss,"Ladoix is a forgotten Burgundy village that can offer good value. This wine with its strawberry fruits and gentle tannins fits the bill. There is a fine, ripe feel to it, and a dry edge that sets off the fruitiness.",2007
